NR;SYMBOL;ISIN;Company Common Name; Company Market Capitalization ;TRBC Economic Sector Name;TRBC Economic Sector Code;Country ISO Code of Headquarters;Ccy
1;iShares MSCI WORLD;IE00B4L5Y983;;;;;;
2;AAPL.OQ;US0378331005;Apple Inc; 748’539’080’520.00 ;Technology;57;US;USD
3;MSFT.OQ;US5949181045;Microsoft Corp; 779’673’537’015.52 ;Technology;57;US;USD
4;AMZN.OQ;US0231351067;Amazon.com Inc; 734’416’210’197.16 ;Consumer Cyclicals;53;US;USD
5;JNJ.N;US4781601046;Johnson & Johnson; 346’109’256’899.45 ;Healthcare;56;US;USD
6;JPM.N;US46625H1005;JPMorgan Chase & Co; 324’626’594’974.50 ;Financials;55;US;USD
7;GOOG.OQ;US02079K1079;Alphabet Inc; 723’465’248’599.33 ;Technology;57;US;USD
8;META.OQ;US30303M1027;Meta Platforms Inc; 376’724’818’057.08 ;Technology;57;US;USD
9;GOOGL.OQ;US02079K3059;Alphabet Inc; 723’465’248’599.33 ;Technology;57;US;USD
10;XOM.N;US30231G1022;Exxon Mobil Corp; 288’703’310’922.30 ;Energy;50;US;USD
11;BRKb.N;US0846707026;Berkshire Hathaway Inc; 502’599’567’547.08 ;Consumer Non-Cyclicals;54;US;USD
12;PFE.N;US7170811035;Pfizer Inc; 239’992’249’200.00 ;Healthcare;56;US;USD
13;NESN.S;CH0038863350;Nestle SA; 248’376’587’745.15 ;Consumer Non-Cyclicals;54;CH;CHF
14;UNH.N;US91324P1021;UnitedHealth Group Inc; 239’661’959’904.00 ;Healthcare;56;US;USD
15;BAC.N;US0605051046;Bank of America Corp; 238’251’216’156.80 ;Financials;55;US;USD
16;V.N;US92826C8394;Visa Inc; 290’822’841’344.70 ;Industrials;52;US;USD
17;VZ.N;US92343V1044;Verizon Communications Inc; 232’301’888’978.22 ;Technology;57;US;USD
18;PG.N;US7427181091;Procter & Gamble Co; 229’945’206’851.28 ;Consumer Non-Cyclicals;54;US;USD
19;INTC.OQ;US4581401001;Intel Corp; 214’188’520’000.00 ;Technology;57;US;USD
20;WFC.N;US9497461015;Wells Fargo & Co; 216’909’811’261.44 ;Financials;55;US;USD
21;CVX.N;US1667641005;Chevron Corp; 207’873’143’603.51 ;Energy;50;US;USD
22;T.N;US00206R1023;AT&T Inc; 156’860’929’056.00 ;Technology;57;US;USD
23;MRK.N;US58933Y1055;Merck & Co Inc; 189’460’628’584.13 ;Healthcare;56;US;USD
24;CSCO.OQ;US17275R1023;Cisco Systems Inc; 194’810’021’760.90 ;Technology;57;US;USD
25;HD.N;US4370761029;Home Depot Inc; 194’075’458’692.28 ;Consumer Cyclicals;53;US;USD
26;KO.N;US1912161007;Coca-Cola Co; 201’545’933’070.30 ;Consumer Non-Cyclicals;54;US;USD
27;NOVN.S;CH0012005267;Novartis AG; 182’496’389’442.98 ;Healthcare;56;CH;CHF
28;BA.N;US0970231058;Boeing Co; 183’143’031’502.50 ;Industrials;52;US;USD
29;ROG.S;CH0012032048;Roche Holding AG; 212’689’524’621.48 ;Healthcare;56;CH;CHF
30;MA.N;US57636Q1040;Mastercard Inc; 194’836’659’975.65 ;Technology;57;US;USD
31;HSBA.L;GB0005405286;HSBC Holdings PLC; 161’489’954’627.40 ;Financials;55;GB;GBp
32;DIS.N;US2546871060;Walt Disney Co; 163’232’771’202.60 ;Consumer Cyclicals;53;US;USD
33;CMCSA.OQ;US20030N1019;Comcast Corp; 154’109’023’874.10 ;Technology;57;US;USD
34;PEP.OQ;US7134481081;PepsiCo Inc; 155’950’032’640.00 ;Consumer Non-Cyclicals;54;US;USD
35;MCD.N;US5801351017;McDonald's Corp; 136’890’533’092.50 ;Consumer Cyclicals;53;US;USD
36;WMT.N;US9311421039;Walmart Inc; 270’624’704’306.67 ;Consumer Non-Cyclicals;54;US;USD
37;ABBV.N;US00287Y1091;AbbVie Inc; 138’673’703’186.13 ;Healthcare;56;US;USD
38;ORCL.N;US68389X1054;Oracle Corp; 162’039’692’850.00 ;Technology;57;US;USD
39;SHEL.L;GB00BP6MXD84;Shell PLC; 243’468’529’921.54 ;Energy;50;GB;GBp
40;7203.T;JP3633400001;Toyota Motor Corp; 189’577’017’356.72 ;Consumer Cyclicals;53;JP;JPY
41;C.N;US1729674242;Citigroup Inc; 127’137’642’484.78 ;Financials;55;US;USD
42;ABT.N;US0028241000;Abbott Laboratories; 127’035’568’204.56 ;Healthcare;56;US;USD
43;AMGN.OQ;US0311621009;Amgen Inc; 124’047’470’229.48 ;Healthcare;56;US;USD
44;TTEF.PA;FR0000120271;TotalEnergies SE; 139’744’679’597.30 ;Energy;50;FR;EUR
45;BP.L;GB0007980591;BP PLC; 128’218’999’633.86 ;Energy;50;GB;GBp
46;DD;US26614N1028;Dupont De Nemours Inc; 57’552’848’232.12 ;Technology;57;US;USD
47;MDT.N;IE00BTN1Y115;Medtronic PLC; 121’940’300’076.24 ;Healthcare;56;IE;USD
48;NFLX.OQ;US64110L1061;Netflix Inc; 116’859’980’473.02 ;Technology;57;US;USD
49;ADBE.OQ;US00724F1012;Adobe Inc; 110’435’329’148.48 ;Technology;57;US;USD
50;LLY.N;US5324571083;Eli Lilly and Co; 122’584’771’348.60 ;Healthcare;56;US;USD
51;MMM.N;US88579Y1010;3M Co; 91’851’728’614.69 ;Consumer Non-Cyclicals;54;US;USD
52;AVGO.OQ;US11135F1012;Broadcom Inc; 103’560’844’706.28 ;Technology;57;US;USD
53;IBM.N;US4592001014;International Business Machines Corp; 96’899’606’190.37 ;Technology;57;US;USD
54;UNP.N;US9078181081;Union Pacific Corp; 101’846’498’011.14 ;Industrials;52;US;USD
55;PM.N;US7181721090;Philip Morris International Inc; 103’780’015’630.76 ;Consumer Non-Cyclicals;54;US;USD
56;CRM.N;US79466L3024;Salesforce Inc; 104’782’050’000.00 ;Technology;57;US;USD
57;SAPG.DE;DE0007164600;SAP SE; 121’462’381’867.75 ;Technology;57;DE;EUR
58;HON.OQ;US4385161066;Honeywell International Inc; 97’806’890’592.36 ;Consumer Non-Cyclicals;54;US;USD
59;1299.HK;HK0000069689;AIA Group Ltd; 100’113’299’424.45 ;Financials;55;HK;HKD
60;NKE.N;US6541061031;Nike Inc; 117’742’353’217.28 ;Consumer Cyclicals;53;US;USD
61;RY.TO;CA7800871021;Royal Bank of Canada; 98’602’900’336.20 ;Financials;55;CA;CAD
62;SASY.PA;FR0000120578;Sanofi SA; NULL ;Healthcare;56;FR;EUR
63;AZN.L;GB0009895292;AstraZeneca PLC; 94’929’359’182.89 ;Healthcare;56;GB;GBp
64;PYPL.OQ;US70450Y1038;PayPal Holdings Inc; 99’088’215’709.92 ;Industrials;52;US;USD
65;GSK.L;GB00BN7SWP63;GSK plc; 76’312’680’391.93 ;Healthcare;56;GB;GBp
66;MO.N;US02209S1033;Altria Group Inc; 92’559’704’617.05 ;Consumer Non-Cyclicals;54;US;USD
67;TMO.N;US8835561023;Thermo Fisher Scientific Inc; 90’092’568’527.78 ;Healthcare;56;US;USD
68;TXN.OQ;US8825081040;Texas Instruments Inc; 89’316’702’688.50 ;Technology;57;US;USD
69;ACN.N;IE00B4BNMY34;Accenture PLC; 89’886’626’380.95 ;Technology;57;IE;USD
70;TD.TO;CA8911605092;Toronto-Dominion Bank; 91’262’980’261.20 ;Financials;55;CA;CAD
71;CBA.AX;AU000000CBA7;Commonwealth Bank of Australia; 90’331’329’943.98 ;Financials;55;AU;AUD
72;RTX.N;US75513E1010;RTX Corp; 54’223’514’268.75 ;Industrials;52;US;USD
73;ALVG.DE;DE0008404005;Allianz SE; 85’015’227’093.70 ;Financials;55;DE;EUR
74;COST.OQ;US22160K1051;Costco Wholesale Corp; 85’400’292’379.31 ;Consumer Cyclicals;53;US;USD
75;SIEGn.DE;DE0007236101;Siemens AG; 85’331’643’184.70 ;Industrials;52;DE;EUR
76;DGE.L;GB0002374006;Diageo PLC; 86’225’669’488.82 ;Consumer Non-Cyclicals;54;GB;GBp
77;SBUX.OQ;US8552441094;Starbucks Corp; 79’894’640’000.00 ;Consumer Cyclicals;53;US;USD
78;BMY.N;US1101221083;Bristol-Myers Squibb Co; 84’841’692’272.52 ;Healthcare;56;US;USD
79;CVS.N;US1266501006;CVS Health Corp; 84’730’403’721.60 ;Healthcare;56;US;USD
80;NOVOb.CO;DK0062498333;Novo Nordisk A/S; 87’319’777’406.55 ;Healthcare;56;DK;DKK
81;NEE.N;US65339F1012;Nextera Energy Inc; 83’076’444’571.74 ;Utilities;59;US;USD
82;LVMH.PA;FR0000121014;LVMH Moet Hennessy Louis Vuitton SE; 149’553’208’229.88 ;Consumer Cyclicals;53;FR;EUR
83;QCOM.OQ;US7475251036;Qualcomm Inc; 68’984’172’769.26 ;Technology;57;US;USD
84;GILD.OQ;US3755581036;Gilead Sciences Inc; 80’915’906’730.60 ;Healthcare;56;US;USD
85;BKNG.OQ;US09857L1089;Booking Holdings Inc; 79’799’005’518.12 ;Consumer Cyclicals;53;US;USD
86;LOW.N;US5486611073;Lowe's Companies Inc; 74’161’109’166.52 ;Consumer Cyclicals;53;US;USD
87;BHP.AX;AU000000BHP4;BHP Group Ltd; 103’110’278’403.34 ;Basic Materials;51;AU;AUD
88;NVDA.OQ;US67066G1040;NVIDIA Corp; 81’435’000’000.00 ;Technology;57;US;USD
89;CAT.N;US1491231015;Caterpillar Inc; 73’134’215’717.66 ;Industrials;52;US;USD
90;BATS.L;GB0002875804;British American Tobacco plc; 73’154’382’494.77 ;Consumer Non-Cyclicals;54;GB;GBp
91;SAN.MC;ES0113900J37;Banco Santander SA; 73’347’566’390.30 ;Financials;55;ES;EUR
92;COP.N;US20825C1045;ConocoPhillips; 71’779’931’716.80 ;Energy;50;US;USD
93;USB.N;US9029733048;US Bancorp; 73’855’445’987.00 ;Financials;55;US;USD
94;AXP.N;US0258161092;American Express Co; 81’428’235’061.96 ;Financials;55;US;USD
95;AMT.N;US03027X1000;American Tower Corp; 69’680’774’731.59 ;Real Estate;60;US;USD
96;ELV.N;US0367521038;Elevance Health Inc; 67’927’173’409.85 ;Healthcare;56;US;USD
97;CME.OQ;US12572Q1058;CME Group Inc; 64’624’882’179.97 ;Financials;55;US;USD
98;UPS.N;US9113121068;United Parcel Service Inc; 83’800’328’165.04 ;Industrials;52;US;USD
99;LMT.N;US5398301094;Lockheed Martin Corp; 74’474’022’145.92 ;Industrials;52;US;USD
100;BAYGn.DE;DE000BAY0017;Bayer AG; 64’585’326’372.43 ;Healthcare;56;DE;EUR
101;6758.T;JP3435000009;Sony Group Corp; 59’278’034’585.57 ;Technology;57;JP;JPY
102;GE.N;US3696043013;General Electric Co; 39’390’298’810.70 ;Industrials;52;US;USD
103;BIIB.OQ;US09062X1037;Biogen Inc; 60’630’142’487.40 ;Healthcare;56;US;USD
104;BASFn.DE;DE000BASF111;BASF SE; 63’442’600’456.98 ;Basic Materials;51;DE;EUR
105;DHR.N;US2358511028;Danaher Corp; 64’065’687’049.76 ;Healthcare;56;US;USD
106;ASML.AS;NL0010273215;ASML Holding NV; 67’872’854’089.60 ;Technology;57;NL;EUR
107;BDX.N;US0758871091;Becton Dickinson and Co; 59’072’805’665.51 ;Healthcare;56;US;USD
108;WBC.AX;AU000000WBC1;Westpac Banking Corp; 60’524’806’338.54 ;Financials;55;AU;AUD
109;GS.N;US38141G1040;Goldman Sachs Group Inc; 62’138’213’267.00 ;Financials;55;US;USD
110;CSL.AX;AU000000CSL8;CSL Ltd; 59’119’804’452.80 ;Healthcare;56;AU;AUD
111;DUK.N;US26441C2044;Duke Energy Corp; 61’521’333’255.40 ;Utilities;59;US;USD
112;ULVR.L;GB00B10RZP78;Unilever PLC; 61’245’447’970.67 ;Consumer Non-Cyclicals;54;GB;GBp
113;DTEGn.DE;DE0005557508;Deutsche Telekom AG; 80’698’073’479.55 ;Technology;57;DE;EUR
114;CB.N;CH0044328745;Chubb Ltd; 59’526’837’954.96 ;Financials;55;CH;USD
115;MDLZ.OQ;US6092071058;Mondelez International Inc; 58’197’031’662.45 ;Consumer Non-Cyclicals;54;US;USD
116;ENB.TO;CA29250N1050;Enbridge Inc; 62’875’650’923.50 ;Energy;50;CA;CAD
117;BNS.TO;CA0641491075;Bank of Nova Scotia; 61’230’971’530.18 ;Financials;55;CA;CAD
118;OREP.PA;FR0000120321;L'Oreal SA; 129’301’678’892.56 ;Consumer Non-Cyclicals;54;FR;EUR
119;8306.T;JP3902900004;Mitsubishi UFJ Financial Group Inc; 67’457’554’665.59 ;Financials;55;JP;JPY
120;RIO.L;GB0007188757;Rio Tinto PLC; 74’276’956’166.74 ;Basic Materials;51;GB;GBp
121;ADP.OQ;US0530151036;Automatic Data Processing Inc; 57’395’485’268.88 ;Technology;57;US;USD
122;9984.T;JP3436100006;SoftBank Group Corp; 72’921’494’343.60 ;Technology;57;JP;JPY
123;CNR.TO;CA1363751027;Canadian National Railway Co; 53’992’154’263.40 ;Industrials;52;CA;CAD
124;TJX.N;US8725401090;TJX Companies Inc; 55’170’918’395.52 ;Consumer Cyclicals;53;US;USD
125;AIR.PA;NL0000235190;Airbus SE; 73’757’564’724.95 ;Industrials;52;NL;EUR
126;PNC.N;US6934751057;PNC Financial Services Group Inc; 53’945’141’568.48 ;Financials;55;US;USD
127;ISRG.OQ;US46120E6023;Intuitive Surgical Inc; 54’692’735’618.75 ;Healthcare;56;US;USD
128;MS.N;US6174464486;Morgan Stanley; 68’204’136’670.15 ;Financials;55;US;USD
129;SPG.N;US8288061091;Simon Property Group Inc; 51’913’188’369.32 ;Real Estate;60;US;USD
130;ABI.BR;BE0974293251;Anheuser-Busch Inbev SA; 112’051’647’400.22 ;Consumer Non-Cyclicals;54;BE;EUR
131;CSX.OQ;US1264081035;CSX Corp; 52’463’783’830.45 ;Industrials;52;US;USD
132;AIRP.PA;FR0000120073;L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA; 53’277’418’830.91 ;Basic Materials;51;FR;EUR
133;BNPP.PA;FR0000131104;BNP Paribas SA; 56’582’941’319.70 ;Financials;55;FR;EUR
134;EOG.N;US26875P1012;EOG Resources Inc; 45’581’024’454.68 ;Energy;50;US;USD
135;SYK.N;US8636671013;Stryker Corp; 58’653’857’080.50 ;Healthcare;56;US;USD
136;CL.N;US1941621039;Colgate-Palmolive Co; 51’622’881’578.88 ;Consumer Non-Cyclicals;54;US;USD
137;VOD.L;GB00BH4HKS39;Vodafone Group PLC; 52’118’728’439.09 ;Technology;57;GB;GBp
138;6861.T;JP3236200006;Keyence Corp; 61’408’506’462.54 ;Technology;57;JP;JPY
139;ENEI.MI;IT0003128367;Enel SpA; 58’644’755’609.51 ;Utilities;59;IT;EUR
140;RKT.L;GB00B24CGK77;Reckitt Benckiser Group PLC; 54’271’169’460.04 ;Consumer Non-Cyclicals;54;GB;GBp
141;ANZ.AX;AU000000ANZ3;ANZ Group Holdings Ltd; 49’473’129’397.15 ;Financials;55;AU;AUD
142;IBE.MC;ES0144580Y14;Iberdrola SA; 51’493’915’986.16 ;Utilities;59;ES;EUR
143;SLB.N;AN8068571086;Schlumberger NV; 49’897’352’809.92 ;Energy;50;US;USD
144;SCHW.N;US8085131055;Charles Schwab Corp; 56’084’304’825.53 ;Financials;55;US;USD
145;MBGn.DE;DE0007100000;Mercedes-Benz Group AG; 47’044’652’839.41 ;Consumer Cyclicals;53;DE;EUR
146;INTU.OQ;US4612021034;Intuit Inc; 51’084’261’610.80 ;Technology;57;US;USD
147;UBSG.S;CH0244767585;UBS Group AG; 47’932’334’687.21 ;Financials;55;CH;CHF
148;BK.N;US0640581007;Bank of New York Mellon Corp; 46’541’756’689.65 ;Financials;55;US;USD
149;OXY.N;US6745991058;Occidental Petroleum Corp; 46’343’492’074.44 ;Energy;50;US;USD
150;LLOY.L;GB0008706128;Lloyds Banking Group PLC; 47’071’391’780.48 ;Financials;55;GB;GBp
151;BSX.N;US1011371077;Boston Scientific Corp; 48’903’519’600.54 ;Healthcare;56;US;USD
152;D.N;US25746U1097;Dominion Energy Inc; 46’911’589’235.46 ;Utilities;59;US;USD
153;CHTR.OQ;US16119P1084;Charter Communications Inc; 64’219’074’380.79 ;Technology;57;US;USD
154;NAB.AX;AU000000NAB4;National Australia Bank Ltd; 47’124’875’881.21 ;Financials;55;AU;AUD
155;DE.N;US2441991054;Deere & Co; 47’716’595’665.48 ;Industrials;52;US;USD
156;BLK.N;US09290D1019;BlackRock Inc; 62’269’884’144.54 ;Financials;55;US;USD
157;GLEN.L;JE00B4T3BW64;Glencore PLC; 49’811’869’921.80 ;Basic Materials;51;CH;GBp
158;GM.N;US37045V1008;General Motors Co; 47’211’451’523.85 ;Consumer Cyclicals;53;US;USD
159;7267.T;JP3854600008;Honda Motor Co Ltd; 47’552’823’781.72 ;Consumer Cyclicals;53;JP;JPY
160;PRU.L;GB0007099541;Prudential PLC; 38’294’046’917.90 ;Financials;55;GB;GBp
161;SU.TO;CA8672241079;Suncor Energy Inc; 44’594’739’176.41 ;Energy;50;CA;CAD
162;DANO.PA;FR0000120644;Danone SA; 48’327’536’186.81 ;Consumer Non-Cyclicals;54;FR;EUR
163;8316.T;JP3890350006;Sumitomo Mitsui Financial Group Inc; 46’261’682’161.09 ;Financials;55;JP;JPY
164;ZURN.S;CH0011075394;Zurich Insurance Group AG; 45’076’828’283.41 ;Financials;55;CH;CHF
165;TSLA.OQ;US88160R1014;Tesla Inc; 57’152’609’130.86 ;Consumer Cyclicals;53;US;USD
166;ICE.N;US45866F1049;Intercontinental Exchange Inc; 42’906’759’405.48 ;Financials;55;US;USD
167;EXC.OQ;US30161N1019;Exelon Corp; 31’098’377’798.75 ;Utilities;59;US;USD
168;SPGI.N;US78409V1044;S&P Global Inc; 42’637’946’000.00 ;Industrials;52;US;USD
169;CCI.N;US22822V1017;Crown Castle Inc; 45’065’203’514.46 ;Real Estate;60;US;USD
170;REL.L;GB00B2B0DG97;RELX PLC; 62’259’459’750.49 ;Technology;57;GB;GBp
171;ILMN.OQ;US4523271090;Illumina Inc; 42’847’879’284.00 ;Healthcare;56;US;USD
172;FDX.N;US31428X1063;FedEx Corp; 42’114’168’021.25 ;Industrials;52;US;USD
173;9433.T;JP3496400007;KDDI Corp; 60’257’388’569.56 ;Technology;57;JP;JPY
174;SO.N;US8425871071;Southern Co; 45’188’791’001.28 ;Utilities;59;US;USD
175;VRTX.OQ;US92532F1003;Vertex Pharmaceuticals Inc; 42’348’521’979.85 ;Healthcare;56;US;USD
176;NSC.N;US6558441084;Norfolk Southern Corp; 40’091’445’502.88 ;Industrials;52;US;USD
177;GD.N;US3695501086;General Dynamics Corp; 46’557’702’983.55 ;Industrials;52;US;USD
178;ZTS.N;US98978V1035;Zoetis Inc; 41’097’768’446.28 ;Healthcare;56;US;USD
179;BMO.TO;CA0636711016;Bank of Montreal; 41’814’042’130.78 ;Financials;55;CA;CAD
180;MPC.N;US56585A1025;Marathon Petroleum Corp; 40’767’266’569.26 ;Energy;50;US;USD
181;KMB.OQ;US4943681035;Kimberly-Clark Corp; 39’457’526’255.10 ;Consumer Non-Cyclicals;54;US;USD
182;NOC.N;US6668071029;Northrop Grumman Corp; 42’519’466’979.00 ;Industrials;52;US;USD
183;AXAF.PA;FR0000120628;AXA SA; 52’446’233’886.08 ;Financials;55;FR;EUR
184;8058.T;JP3898400001;Mitsubishi Corp; 43’551’852’784.22 ;Industrials;52;JP;JPY
185;INGA.AS;NL0011821202;ING Groep NV; 42’000’076’391.72 ;Financials;55;NL;EUR
186;SGEF.PA;FR0000125486;Vinci SA; 49’352’218’189.58 ;Industrials;52;FR;EUR
187;MMC.N;US5717481023;Marsh & McLennan Companies Inc; 40’170’720’656.00 ;Financials;55;US;USD
188;HUM.N;US4448591028;Humana Inc; 38’837’140’194.56 ;Healthcare;56;US;USD
189;SAF.PA;FR0000073272;Safran SA; 49’455’134’097.39 ;Industrials;52;FR;EUR
190;CTSH.OQ;US1924461023;Cognizant Technology Solutions Corp; 36’756’698’011.32 ;Technology;57;US;USD
191;ENI.MI;IT0003132476;Eni SpA; 57’137’540’931.62 ;Energy;50;IT;EUR
192;TEF.MC;ES0178430E18;Telefonica SA; 43’702’455’598.79 ;Technology;57;ES;EUR
193;ITW.N;US4523081093;Illinois Tool Works Inc; 42’035’930’894.79 ;Consumer Non-Cyclicals;54;US;USD
194;EMR.N;US2910111044;Emerson Electric Co; 37’412’976’230.50 ;Industrials;52;US;USD
195;8411.T;JP3885780001;Mizuho Financial Group Inc; 39’219’504’545.48 ;Financials;55;JP;JPY
196;PRTP.PA;FR0000121485;Kering SA; 59’611’625’992.29 ;Consumer Cyclicals;53;FR;EUR
197;ADSGn.DE;DE000A1EWWW0;Adidas AG; 41’805’418’760.11 ;Consumer Cyclicals;53;DE;EUR
198;AEP.OQ;US0255371017;American Electric Power Company Inc; 36’865’196’772.24 ;Utilities;59;US;USD
199;ECL.N;US2788651006;Ecolab Inc; 42’565’444’212.20 ;Basic Materials;51;US;USD
200;ABBN.S;CH0012221716;Abb Ltd; 39’751’611’519.38 ;Industrials;52;CH;CHF
201;MET.N;US59156R1086;MetLife Inc; 40’519’578’627.12 ;Financials;55;US;USD
202;AON.N;IE00BLP1HW54;Aon PLC; 35’009’100’411.04 ;Financials;55;IE;USD
203;AIG.N;US0268747849;American International Group Inc; 34’863’996’202.70 ;Financials;55;US;USD
204;SCHN.PA;FR0000121972;Schneider Electric SE; 39’408’397’789.98 ;Industrials;52;FR;EUR
205;PSX.N;US7185461040;Phillips 66; 39’725’946’404.15 ;Energy;50;US;USD
206;MUVGn.DE;DE0008430026;Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG; 32’586’435’497.81 ;Financials;55;DE;EUR
207;MU.OQ;US5951121038;Micron Technology Inc; 35’570’815’249.57 ;Technology;57;US;USD
208;HCA.N;US40412C1018;HCA Healthcare Inc; 42’830’774’225.00 ;Healthcare;56;US;USD
209;4452.T;JP3205800000;Kao Corp; 36’140’575’004.53 ;Consumer Non-Cyclicals;54;JP;JPY
210;COF.N;US14040H1059;Capital One Financial Corp; 35’672’044’928.08 ;Financials;55;US;USD
211;WM.N;US94106L1098;Waste Management Inc; 37’940’621’932.73 ;Industrials;52;US;USD
212;PLD.N;US74340W1036;Prologis Inc; 36’966’001’600.00 ;Real Estate;60;US;USD
213;3382.T;JP3422950000;Seven & i Holdings Co Ltd; 38’453’181’251.92 ;Consumer Non-Cyclicals;54;JP;JPY
214;AFL.N;US0010551028;Aflac Inc; 34’683’886’958.20 ;Financials;55;US;USD
215;TRP.TO;CA87807B1076;TC Energy Corp; 29’747’727’001.49 ;Energy;50;CA;CAD
216;NOKIA.HE;FI0009000681;Nokia Oyj; 32’419’620’163.73 ;Technology;57;FI;EUR
217;PGR.N;US7433151039;Progressive Corp; 35’181’122’948.49 ;Financials;55;US;USD
218;TGT.N;US87612E1064;Target Corp; 34’487’982’822.27 ;Consumer Cyclicals;53;US;USD
219;TFC.N;US89832Q1094;Truist Financial Corp; 33’383’247’483.36 ;Financials;55;US;USD
220;BBVA.MC;ES0113211835;Banco Bilbao Vizcaya Argentaria SA; 34’982’330’654.10 ;Financials;55;ES;EUR
221;FIS.N;US31620M1062;Fidelity National Information Services Inc; 33’583’921’883.40 ;Technology;57;US;USD
222;APD.N;US0091581068;Air Products and Chemicals Inc; 35’151’968’918.55 ;Basic Materials;51;US;USD
223;CPG.L;GB00BD6K4575;Compass Group PLC; 33’384’709’893.73 ;Consumer Cyclicals;53;GB;GBp
224;8766.T;JP3910660004;Tokio Marine Holdings Inc; 34’176’903’969.26 ;Financials;55;JP;JPY
225;AMAT.OQ;US0382221051;Applied Materials Inc; 31’384’763’484.82 ;Technology;57;US;USD
226;0388.HK;HK0388045442;Hong Kong Exchanges and Clearing Ltd; 36’186’327’625.10 ;Financials;55;HK;HKD
227;ESLX.PA;FR0000121667;EssilorLuxottica SA; 54’061’775’997.91 ;Healthcare;56;FR;EUR
228;MAR.OQ;US5719032022;Marriott International Inc; 37’033’105’368.00 ;Consumer Cyclicals;53;US;USD
229;ISP.MI;IT0000072618;Intesa Sanpaolo SpA; 38’842’046’410.40 ;Financials;55;IT;EUR
230;PRU.N;US7443201022;Prudential Financial Inc; 33’680’150’000.00 ;Financials;55;US;USD
231;CFR.S;CH0210483332;Compagnie Financiere Richemont SA; 33’417’335’636.62 ;Consumer Cyclicals;53;CH;CHF
232;BAX.N;US0718131099;Baxter International Inc; 35’025’520’488.36 ;Healthcare;56;US;USD
233;PERP.PA;FR0000120693;Pernod Ricard SA; 43’622’022’815.85 ;Consumer Non-Cyclicals;54;FR;EUR
234;NG.L;GB00BDR05C01;National Grid PLC; 33’133’848’395.70 ;Utilities;59;GB;GBp
235;TRV.N;US89417E1091;Travelers Companies Inc; 31’719’715’779.00 ;Financials;55;US;USD
236;AMA.MC;ES0109067019;Amadeus IT Group SA; 30’619’737’206.44 ;Technology;57;ES;EUR
237;PHG.AS;NL0000009538;Koninklijke Philips NV; 32’855’334’128.14 ;Healthcare;56;NL;EUR
238;CM.TO;CA1360691010;Canadian Imperial Bank of Commerce; 33’023’134’041.74 ;Financials;55;CA;CAD
239;VLO.N;US91913Y1001;Valero Energy Corp; 31’810’388’902.74 ;Energy;50;US;USD
240;HPQ.N;US40434L1052;HP Inc; 31’784’497’613.22 ;Technology;57;US;USD
241;FI.N;US3377381088;Fiserv Inc; 29’283’617’401.73 ;Industrials;52;US;USD
242;9983.T;JP3802300008;Fast Retailing Co Ltd; 54’229’693’536.62 ;Consumer Cyclicals;53;JP;JPY
243;SHW.N;US8243481061;Sherwin-Williams Co; 36’838’173’798.05 ;Basic Materials;51;US;USD
244;ROST.OQ;US7782961038;Ross Stores Inc; 30’832’989’824.00 ;Consumer Cyclicals;53;US;USD
245;EW.N;US28176E1082;Edwards Lifesciences Corp; 32’020’044’757.24 ;Healthcare;56;US;USD
246;BARC.L;GB0031348658;Barclays PLC; 32’898’275’270.04 ;Financials;55;GB;GBp
247;PSA.N;US74460D1090;Public Storage; 33’916’367’188.38 ;Real Estate;60;US;USD
248;NOW.N;US81762P1021;ServiceNow Inc; 31’924’365’000.00 ;Technology;57;US;USD
249;NTR.N;CA67077M1086;Nutrien Ltd; 28’806’640’019.15 ;Basic Materials;51;CA;USD
250;ORAN.PA;FR0000133308;Orange SA; 43’184’123’725.62 ;Technology;57;FR;EUR
251;AD.AS;NL0011794037;Koninklijke Ahold Delhaize NV; 29’969’181’197.73 ;Consumer Non-Cyclicals;54;NL;EUR
252;BN.TO;CA11271J1075;Brookfield Corp; 30’826’985’793.76 ;Financials;55;CA;CAD
253;SYY.N;US8718291078;Sysco Corp; 32’569’891’830.58 ;Consumer Non-Cyclicals;54;US;USD
254;ADI.OQ;US0326541051;Analog Devices Inc; 31’770’794’433.99 ;Technology;57;US;USD
255;DBSM.SI;SG1L01001701;DBS Group Holdings Ltd; 43’631’777’064.41 ;Financials;55;SG;SGD
256;JCI.N;IE00BY7QL619;Johnson Controls International PLC; 27’061’944’749.25 ;Industrials;52;IE;USD
257;VOWG_p.DE;DE0007664039;Volkswagen AG; 79’701’124’278.90 ;Consumer Cyclicals;53;DE;EUR
258;WOW.AX;AU000000WOW2;Woolworths Group Ltd; 23’857’588’705.68 ;Consumer Non-Cyclicals;54;AU;AUD
259;7751.T;JP3242800005;Canon Inc; 36’301’688’331.80 ;Technology;57;JP;JPY
260;KMI.N;US49456B1017;Kinder Morgan Inc; 33’943’941’254.06 ;Energy;50;US;USD
261;9020.T;JP3783600004;East Japan Railway Co; 33’628’438’929.12 ;Industrials;52;JP;JPY
262;YUM.N;US9884981013;Yum! Brands Inc; 28’706’783’662.08 ;Consumer Cyclicals;53;US;USD
